Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
47.05,935.7266,954.00,-27.14286,84.2, -,9.140412
47.10,932.861,954.10,-29.85714,84.2, -,9.140412
47.15,932.861,954.10,-27.14286,84.2, -,9.140412
47.20,932.861,954.10,-27.14286,84.2, -,9.140412
47.25,929.994,954.20,-27.14286,84.2, -,9.140412
47.30,929.994,954.20,-27.14286,84.2, -,9.140412
47.35,927.1288,954.30,-27.14286,84.2, -,9.140412
47.40,927.1288,954.30,-24.42857,84.2, -,9.140412
47.45,924.2623,954.40,-24.42857,84.2, -,9.140412
47.50,924.2623,954.40,-24.42857,84.2, -,9.140412
47.55,921.3976,954.50,-27.14286,84.2, -,9.140412
47.60,921.3976,954.50,-24.42857,84.2, -,9.140412
47.65,918.5333,954.60,-27.14286,84.2, -,9.140412
47.70,918.5333,954.60,-24.42857,84.2, -,9.140412
47.75,918.5333,954.60,-24.42857,84.2, -,9.140412
47.80,915.6674,954.70,-24.42857,84.2, -,9.140412
47.85,915.6674,954.70,-24.42857,84.2, -,9.140412
47.90,912.8035,954.80,-27.14286,84.2, -,9.140412
47.95,912.8035,954.80,-24.42857,84.2, -,9.140412
48.00,909.938,954.90,-27.14286,84.2, -,9.140412
48.05,909.938,954.90,-24.42857,84.2, -,9.140412
48.10,909.938,954.90,-24.42857,84.2, -,9.140412
48.15,907.0746,955.00,-24.42857,84.2, -,9.140412
48.20,904.2115,955.10,-27.14286,84.2, -,9.140412
48.25,901.3469,955.20,-29.85714,84.2, -,9.140412
48.30,901.3469,955.20,-27.14286,84.2, -,9.140412
48.35,901.3469,955.20,-27.14286,84.2, -,9.140412
48.40,904.2115,955.10,-21.71428,84.2, -,9.140412
48.45,904.2115,955.10,-21.71428,84.2, -,9.140412
48.50,904.2115,955.10,-19,84.2, -,9.140412
48.55,904.2115,955.10,-19,84.2, -,9.15986
48.60,904.2115,955.10,-16.28572,84.2, -,9.15986
48.65,901.3469,955.20,-19,84.2, -,9.15986
48.70,901.3469,955.20,-16.28572,84.2, -,9.15986
48.75,901.3469,955.20,-16.28572,84.2, -,9.15986
48.80,898.4842,955.30,-19,84.2, -,9.15986
48.85,895.62,955.40,-19,84.2, -,9.15986
48.90,892.7578,955.50,-21.71428,84.2, -,9.15986
48.95,892.7578,955.50,-19,84.2, -,9.15986
49.00,889.8959,955.60,-21.71428,84.2, -,9.15986
49.05,884.171,955.80,-24.42857,84.2, -,9.15986
49.10,878.447,956.00,-29.85714,84.2, -,9.15986
49.15,875.5862,956.10,-32.57143,84.2, -,9.15986
49.20,872.724,956.20,-32.57143,84.2, -,9.15986
49.25,872.724,956.20,-29.85714,84.2, -,9.15986
49.30,872.724,956.20,-27.14286,84.2, -,9.15986
49.35,869.8638,956.30,-29.85714,84.2, -,9.15986
49.40,869.8638,956.30,-29.85714,84.2, -,9.15986
49.45,869.8638,956.30,-32.57143,84.2, -,9.15986
49.50,869.8638,956.30,-32.57143,84.2, -,9.140412
49.55,867.002,956.40,-35.28571,84.2, -,9.140412
49.60,864.1422,956.50,-38,84.2, -,9.140412
49.65,864.1422,956.50,-38,84.2, -,9.140412
49.70,864.1422,956.50,-35.28571,84.2, -,9.140412
49.75,861.2827,956.60,-38,84.2, -,9.140412
49.80,858.4217,956.70,-40.71429,84.2, -,9.140412
49.85,858.4217,956.70,-38,84.2, -,9.140412
49.90,858.4217,956.70,-35.28571,84.2, -,9.140412
49.95,855.5626,956.80,-35.28571,84.2, -,9.140412
50.00,852.7021,956.90,-38,84.2, -,9.140412
50.05,852.7021,956.90,-35.28571,84.2, -,9.140412
50.10,852.7021,956.90,-29.85714,84.2, -,9.140412
50.15,852.7021,956.90,-24.42857,84.2, -,9.140412
50.20,852.7021,956.90,-21.71428,84.2, -,9.140412
50.25,849.8436,957.00,-21.71428,84.2, -,9.140412
50.30,849.8436,957.00,-21.71428,84.2, -,9.140412
50.35,846.9852,957.10,-24.42857,84.2, -,9.140412
50.40,846.9852,957.10,-21.71428,84.2, -,9.140412
50.45,844.1254,957.20,-24.42857,84.2, -,9.140412
50.50,841.2676,957.30,-27.14286,84.2, -,9.140412
50.55,841.2676,957.30,-27.14286,84.2, -,9.140412
50.60,841.2676,957.30,-24.42857,84.2, -,9.140412
50.65,841.2676,957.30,-21.71428,84.2, -,9.140412
50.70,841.2676,957.30,-21.71428,84.2, -,9.140412
50.75,838.4083,957.40,-24.42857,84.2, -,9.140412
50.80,838.4083,957.40,-21.71428,84.2, -,9.140412
50.85,838.4083,957.40,-19,84.2, -,9.140412
50.90,832.6938,957.60,-24.42857,84.2, -,9.140412
50.95,832.6938,957.60,-24.42857,84.2, -,9.140412
51.00,829.8351,957.70,-24.42857,84.2, -,9.140412
51.05,826.9786,957.80,-24.42857,84.2, -,9.140412
51.10,826.9786,957.80,-24.42857,84.2, -,9.140412
51.15,826.9786,957.80,-24.42857,84.2, -,9.140412
51.20,826.9786,957.80,-24.42857,84.2, -,9.140412
51.25,824.1204,957.90,-27.14286,84.2, -,9.140412
51.30,824.1204,957.90,-24.42857,84.2, -,9.140412
51.35,821.2643,958.00,-27.14286,84.2, -,9.140412
51.40,818.4084,958.10,-27.14286,84.2, -,9.140412
51.45,815.551,958.20,-29.85714,84.2, -,9.140412
51.50,812.6956,958.30,-29.85714,84.02, -,9.140412
51.55,809.8386,958.40,-29.85714,84.02, -,9.140412
51.60,806.9837,958.50,-32.57143,84.02, -,9.140412
51.65,806.9837,958.50,-32.57143,84.02, -,9.140412
51.70,804.129,958.60,-35.28571,84.02, -,9.140412
51.75,804.129,958.60,-35.28571,84.02, -,9.140412
51.80,804.129,958.60,-32.57143,84.02, -,9.140412
51.85,804.129,958.60,-32.57143,84.02, -,9.140412
51.90,801.2728,958.70,-35.28571,84.02, -,9.140412
51.95,801.2728,958.70,-29.85714,84.02, -,9.140412
52.00,798.4186,958.80,-32.57143,84.02, -,9.140412
52.05,798.4186,958.80,-29.85714,84.02, -,9.140412
52.10,795.5629,958.90,-29.85714,84.02, -,9.140412
52.15,792.7092,959.00,-32.57143,84.02, -,9.140412
52.20,792.7092,959.00,-32.57143,84.02, -,9.140412
52.25,789.8557,959.10,-35.28571,84.02, -,9.140412
52.30,787.0007,959.20,-35.28571,84.02, -,9.140412
52.35,787.0007,959.20,-35.28571,84.02, -,9.140412
52.40,787.0007,959.20,-32.57143,84.02, -,9.140412
52.45,784.1477,959.30,-32.57143,84.02, -,9.140412
52.50,784.1477,959.30,-29.85714,84.02, -,9.140412
52.55,784.1477,959.30,-27.14286,84.02, -,9.15986
52.60,781.2932,959.40,-27.14286,84.02, -,9.15986
52.65,781.2932,959.40,-24.42857,84.02, -,9.15986
52.70,778.4407,959.50,-27.14286,84.02, -,9.15986
52.75,778.4407,959.50,-24.42857,84.02, -,9.15986
52.80,778.4407,959.50,-24.42857,84.02, -,9.15986
52.85,775.5884,959.60,-27.14286,84.02, -,9.15986
52.90,775.5884,959.60,-27.14286,84.02, -,9.15986
52.95,772.7346,959.70,-27.14286,84.02, -,9.15986
53.00,772.7346,959.70,-27.14286,84.02, -,9.15986
53.05,772.7346,959.70,-24.42857,84.02, -,9.15986
53.10,772.7346,959.70,-24.42857,84.02, -,9.15986
53.15,769.8828,959.80,-24.42857,84.02, -,9.15986
53.20,767.0295,959.90,-24.42857,84.02, -,9.15986
53.25,767.0295,959.90,-24.42857,84.02, -,9.15986
53.30,764.1782,960.00,-24.42857,84.02, -,9.15986
53.35,761.3271,960.10,-24.42857,84.02, -,9.15986
53.40,758.4745,960.20,-27.14286,84.02, -,9.15986
53.45,758.4745,960.20,-27.14286,84.02, -,9.15986
53.50,758.4745,960.20,-24.42857,84.02, -,9.15986
53.55,755.6239,960.30,-27.14286,84.02, -,9.15986
53.60,752.7718,960.40,-29.85714,84.02, -,9.15986
53.65,752.7718,960.40,-27.14286,84.02, -,9.15986
53.70,752.7718,960.40,-27.14286,84.02, -,9.15986
53.75,752.7718,960.40,-24.42857,84.02, -,9.15986
53.80,749.9217,960.50,-27.14286,84.02, -,9.15986
53.85,747.0718,960.60,-29.85714,84.02, -,9.15986
53.90,747.0718,960.60,-27.14286,84.02, -,9.15986
53.95,744.2204,960.70,-29.85714,84.02, -,9.15986
54.00,741.371,960.80,-29.85714,84.02, -,9.15986
54.05,741.371,960.80,-29.85714,84.02, -,9.15986
54.10,738.5201,960.90,-32.57143,84.02, -,9.15986
54.15,738.5201,960.90,-32.57143,84.02, -,9.15986
54.20,738.5201,960.90,-29.85714,84.02, -,9.15986
54.25,735.6712,961.00,-29.85714,84.02, -,9.15986
54.30,732.8225,961.10,-32.57143,84.02, -,9.15986
54.35,732.8225,961.10,-29.85714,84.02, -,9.15986
54.40,732.8225,961.10,-27.14286,84.02, -,9.15986
54.45,732.8225,961.10,-24.42857,84.02, -,9.15986
54.50,729.9724,961.20,-27.14286,84.02, -,9.15986
54.55,732.8225,961.10,-24.42857,84.02, -,9.15986
54.60,729.9724,961.20,-24.42857,84.02, -,9.15986
54.65,727.1241,961.30,-24.42857,84.02, -,9.15986
54.70,727.1241,961.30,-24.42857,84.02, -,9.15986
54.75,727.1241,961.30,-24.42857,84.02, -,9.15986
54.80,727.1241,961.30,-24.42857,84.02, -,9.15986
54.85,724.2745,961.40,-24.42857,84.02, -,9.15986
54.90,724.2745,961.40,-21.71428,84.02, -,9.15986
54.95,724.2745,961.40,-21.71428,84.02, -,9.15986
55.00,724.2745,961.40,-19,84.02, -,9.15986
55.05,724.2745,961.40,-16.28572,84.02, -,9.15986
55.10,724.2745,961.40,-16.28572,84.02, -,9.15986
55.15,721.4268,961.50,-16.28572,84.02, -,9.15986
55.20,718.5792,961.60,-19,84.02, -,9.15986
55.25,718.5792,961.60,-19,84.02, -,9.15986
55.30,715.7303,961.70,-19,84.02, -,9.15986
55.35,712.8833,961.80,-19,84.02, -,9.15986
55.40,710.0348,961.90,-21.71428,84.02, -,9.15986
55.45,710.0348,961.90,-21.71428,84.02, -,9.15986
55.50,710.0348,961.90,-21.71428,84.02, -,9.15986
55.55,707.1882,962.00,-21.71428,84.02, -,9.15986
55.60,704.342,962.10,-27.14286,84.02, -,9.15986
55.65,704.342,962.10,-24.42857,84.02, -,9.15986
55.70,704.342,962.10,-21.71428,84.02, -,9.15986
55.75,701.4942,962.20,-24.42857,84.02, -,9.15986
55.80,698.6484,962.30,-27.14286,84.02, -,9.15986
55.85,695.8011,962.40,-29.85714,84.02, -,9.15986
55.90,692.9557,962.50,-29.85714,84.02, -,9.15986
55.95,692.9557,962.50,-29.85714,84.02, -,9.15986
56.00,690.1107,962.60,-32.57143,84.02, -,9.15986
56.05,687.2641,962.70,-35.28571,84.02, -,9.15986
56.10,684.4195,962.80,-38,84.02, -,9.15986
56.15,684.4195,962.80,-38,84.02, -,9.15986
56.20,681.5734,962.90,-38,84.02, -,9.15986
56.25,681.5734,962.90,-35.28571,84.02, -,9.15986
56.30,678.7292,963.00,-38,84.02, -,9.15986
56.35,678.7292,963.00,-35.28571,84.02, -,9.15986
56.40,678.7292,963.00,-32.57143,84.02, -,9.15986
56.45,678.7292,963.00,-29.85714,84.02, -,9.15986
56.50,678.7292,963.00,-29.85714,84.02, -,9.15986
56.55,678.7292,963.00,-29.85714,84.02, -,9.140412
56.60,675.8854,963.10,-29.85714,84.02, -,9.140412
56.65,675.8854,963.10,-27.14286,84.02, -,9.140412
56.70,675.8854,963.10,-27.14286,84.02, -,9.140412
56.75,673.04,963.20,-29.85714,84.02, -,9.140412
56.80,673.04,963.20,-27.14286,84.02, -,9.140412
56.85,673.04,963.20,-24.42857,84.02, -,9.140412
56.90,670.1966,963.30,-24.42857,84.02, -,9.140412
56.95,670.1966,963.30,-21.71428,84.02, -,9.140412
57.00,667.3517,963.40,-24.42857,84.02, -,9.140412
57.05,664.5087,963.50,-24.42857,84.02, -,9.140412
57.10,661.6661,963.60,-24.42857,84.02, -,9.140412
57.15,661.6661,963.60,-21.71428,84.02, -,9.140412
57.20,658.8218,963.70,-24.42857,84.02, -,9.140412
57.25,658.8218,963.70,-21.71428,84.02, -,9.140412
57.30,658.8218,963.70,-21.71428,84.02, -,9.140412
57.35,655.9797,963.80,-21.71428,84.02, -,9.140412
57.40,653.1359,963.90,-24.42857,84.02, -,9.140412
57.45,655.9797,963.80,-21.71428,84.02, -,9.140412
57.50,653.1359,963.90,-24.42857,84.02, -,9.140412
57.55,653.1359,963.90,-24.42857,84.02, -,9.140412
57.60,650.2942,964.00,-27.14286,84.02, -,9.140412
57.65,650.2942,964.00,-24.42857,84.02, -,9.140412
57.70,647.4527,964.10,-27.14286,84.02, -,9.140412
57.75,647.4527,964.10,-27.14286,84.02, -,9.140412
57.80,644.6097,964.20,-27.14286,84.02, -,9.140412
57.85,644.6097,964.20,-27.14286,84.02, -,9.140412
57.90,641.7687,964.30,-29.85714,84.02, -,9.140412
57.95,641.7687,964.30,-27.14286,84.02, -,9.140412
58.00,638.9261,964.40,-29.85714,84.02, -,9.140412
58.05,638.9261,964.40,-27.14286,84.02, -,9.140412
58.10,636.0856,964.50,-27.14286,84.02, -,9.140412
58.15,638.9261,964.40,-21.71428,84.02, -,9.140412
58.20,636.0856,964.50,-24.42857,84.02, -,9.140412
58.25,633.2453,964.60,-24.42857,84.02, -,9.140412
58.30,630.4035,964.70,-27.14286,84.02, -,9.140412
58.35,627.5637,964.80,-29.85714,84.02, -,9.140412
58.40,621.883,965.00,-32.57143,84.02, -,9.140412
58.45,619.0439,965.10,-32.57143,84.02, -,9.140412
58.50,616.2033,965.20,-38,84.02, -,9.140412
58.55,613.3646,965.30,-38,84.02, -,9.15986
58.60,610.5245,965.40,-40.71429,84.02, -,9.15986
58.65,607.6863,965.50,-40.71429,84.02, -,9.15986
58.70,604.8484,965.60,-43.42857,84.02, -,9.15986
58.75,604.8484,965.60,-40.71429,84.02, -,9.15986
58.80,604.8484,965.60,-40.71429,84.02, -,9.15986
58.85,604.8484,965.60,-38,84.02, -,9.15986
58.90,604.8484,965.60,-38,84.02, -,9.15986
58.95,604.8484,965.60,-35.28571,84.02, -,9.15986
59.00,604.8484,965.60,-35.28571,84.02, -,9.15986
59.05,602.009,965.70,-35.28571,84.02, -,9.15986
59.10,602.009,965.70,-35.28571,84.02, -,9.15986
59.15,602.009,965.70,-32.57143,84.02, -,9.15986
59.20,602.009,965.70,-35.28571,84.02, -,9.15986
59.25,602.009,965.70,-32.57143,84.02, -,9.15986
59.30,599.1716,965.80,-32.57143,84.02, -,9.15986
59.35,599.1716,965.80,-29.85714,84.02, -,9.15986
59.40,599.1716,965.80,-27.14286,84.02, -,9.15986
59.45,596.3326,965.90,-24.42857,84.02, -,9.15986
59.50,596.3326,965.90,-21.71428,84.02, -,6.320498
59.55,596.3326,965.90,-19,84.02, -,6.320498
59.60,596.3326,965.90,-16.28572,84.02, -,6.320498
59.65,596.3326,965.90,-13.57143,84.02, -,6.320498
59.70,593.4957,966.00,-13.57143,84.02, -,6.320498
59.75,590.6589,966.10,-13.57143,84.02, -,6.320498
59.80,590.6589,966.10,-13.57143,84.02, -,6.320498
59.85,587.8207,966.20,-16.28572,84.02, -,6.320498
59.90,587.8207,966.20,-16.28572,84.02, -,6.320498
59.95,587.8207,966.20,-16.28572,84.02, -,6.320498
60.00,584.9844,966.30,-19,84.02, -,6.320498
60.05,584.9844,966.30,-19,84.02, -,6.320498
60.10,582.1467,966.40,-19,84.02, -,6.320498
60.15,582.1467,966.40,-19,84.02, -,6.320498
60.20,579.3109,966.50,-21.71428,84.02, -,6.320498
60.25,579.3109,966.50,-21.71428,84.02, -,6.320498
60.30,579.3109,966.50,-21.71428,84.02, -,6.320498
60.35,576.4753,966.60,-21.71428,84.02, -,6.320498
60.40,576.4753,966.60,-21.71428,84.02, -,6.320498
60.45,573.6383,966.70,-24.42857,84.02, -,6.320498
60.50,570.8032,966.80,-24.42857,84.02, -,6.320498
60.55,567.9667,966.90,-27.14286,84.02, -,9.062621
60.60,565.1321,967.00,-29.85714,84.02, -,9.062621
60.65,562.2977,967.10,-32.57143,84.02, -,9.062621
60.70,559.4619,967.20,-35.28571,84.02, -,9.062621
60.75,559.4619,967.20,-32.57143,84.02, -,9.062621
60.80,559.4619,967.20,-29.85714,84.02, -,9.062621
60.85,559.4619,967.20,-29.85714,84.02, -,9.062621
60.90,559.4619,967.20,-27.14286,84.02, -,9.062621
60.95,556.628,967.30,-29.85714,84.02, -,9.062621
61.00,553.7926,967.40,-32.57143,84.02, -,9.062621
61.05,550.9592,967.50,-32.57143,84.02, -,9.062621
61.10,548.126,967.60,-35.28571,84.02, Main,9.062621
61.15,548.126,967.60,-32.57143,84.02, -,9.062621
61.20,548.126,967.60,-32.57143,84.02, -,9.062621
61.25,548.126,967.60,-29.85714,84.02, -,9.062621
61.30,548.126,967.60,-29.85714,84.02, -,9.062621
61.35,548.126,967.60,-29.85714,84.02, -,9.062621
61.40,545.2914,967.70,-29.85714,84.02, -,9.062621
61.45,545.2914,967.70,-29.85714,84.02, -,9.062621
61.50,545.2914,967.70,-27.14286,84.02, -,9.101517
61.55,545.2914,967.70,-24.42857,84.02, -,9.101517
61.60,545.2914,967.70,-21.71428,84.02, -,9.101517
61.65,542.4587,967.80,-21.71428,84.02, -,9.101517
61.70,539.6245,967.90,-21.71428,84.02, -,9.101517
61.75,539.6245,967.90,-19,84.02, -,9.101517
61.80,536.7922,968.00,-21.71428,84.02, -,9.101517
61.85,533.9603,968.10,-24.42857,84.02, -,9.101517
61.90,531.1268,968.20,-27.14286,84.02, -,9.101517
61.95,528.2952,968.30,-29.85714,84.02, -,9.101517
62.00,525.4623,968.40,-29.85714,84.02, -,9.101517
62.05,522.6312,968.50,-29.85714,84.02, -,9.101517
62.10,522.6312,968.50,-27.14286,84.02, -,9.101517
62.15,519.8004,968.60,-27.14286,84.02, -,9.101517
62.20,516.9681,968.70,-29.85714,84.02, -,9.101517
62.25,516.9681,968.70,-29.85714,84.02, -,9.101517
62.30,519.8004,968.60,-27.14286,84.02, -,9.101517
62.35,519.8004,968.60,-27.14286,84.02, -,9.101517
62.40,516.9681,968.70,-29.85714,84.02, -,9.101517
62.45,514.1378,968.80,-29.85714,84.02, -,9.101517
62.50,511.306,968.90,-32.57143,84.02, -,9.101517
62.55,508.4761,969.00,-35.28571,84.02, -,9.120965
62.60,505.6465,969.10,-38,84.02, -,9.120965
62.65,505.6465,969.10,-38,84.02, -,9.120965
62.70,505.6465,969.10,-35.28571,84.02, -,9.120965
62.75,505.6465,969.10,-32.57143,84.02, -,9.120965
62.80,505.6465,969.10,-32.57143,84.02, -,9.120965
62.85,508.4761,969.00,-27.14286,84.02, -,9.120965
62.90,508.4761,969.00,-24.42857,84.02, -,9.120965
62.95,505.6465,969.10,-24.42857,84.02, -,9.120965
63.00,505.6465,969.10,-21.71428,84.02, -,9.120965
63.05,502.8154,969.20,-21.71428,84.02, -,9.120965
63.10,502.8154,969.20,-19,84.02, -,9.120965
63.15,499.9862,969.30,-21.71428,84.02, -,9.120965
63.20,499.9862,969.30,-19,84.02, -,9.120965
63.25,497.1556,969.40,-19,84.02, -,9.120965
63.30,497.1556,969.40,-19,84.02, -,9.120965
63.35,494.3269,969.50,-24.42857,84.02, -,9.120965
63.40,494.3269,969.50,-24.42857,84.02, -,9.120965
63.45,494.3269,969.50,-21.71428,84.02, -,9.120965
63.50,491.4985,969.60,-21.71428,84.02, -,9.120965
63.55,488.6685,969.70,-21.71428,84.02, -,9.120965
63.60,488.6685,969.70,-19,84.02, -,9.120965
63.65,488.6685,969.70,-16.28572,84.02, -,9.120965
63.70,485.8406,969.80,-19,84.02, -,9.120965
63.75,483.0111,969.90,-21.71428,84.02, -,9.120965
63.80,480.1836,970.00,-24.42857,84.02, -,9.120965
63.85,474.5276,970.20,-29.80952,84.02, -,9.120965
63.90,471.7008,970.30,-35.23809,84.02, -,9.120965
63.95,468.8725,970.40,-37.95238,84.02, -,9.120965
64.00,468.8725,970.40,-35.23809,84.02, -,9.120965
64.05,468.8725,970.40,-35.23809,84.02, -,9.120965
64.10,466.0462,970.50,-35.23809,84.02, -,9.120965
64.15,468.8725,970.40,-32.52381,84.02, -,9.120965
64.20,471.7008,970.30,-27.09524,84.02, -,9.120965
64.25,471.7008,970.30,-27.09524,84.02, -,9.120965
64.30,471.7008,970.30,-24.38095,84.02, -,9.120965
64.35,468.8725,970.40,-27.09524,84.02, -,9.120965
64.40,468.8725,970.40,-24.38095,84.02, -,9.120965
64.45,468.8725,970.40,-24.38095,84.02, -,9.120965
64.50,466.0462,970.50,-27.09524,84.02, -,9.120965
64.55,466.0462,970.50,-24.38095,83.84, -,9.120965
64.60,463.2202,970.60,-24.38095,83.84, -,9.120965
64.65,463.2202,970.60,-24.38095,83.84, -,9.120965
64.70,460.3926,970.70,-27.09524,83.84, -,9.120965
64.75,457.567,970.80,-27.09524,83.84, -,9.120965
64.80,454.7399,970.90,-27.09524,83.84, -,9.120965
64.85,449.0898,971.10,-29.76191,83.84, -,9.120965
64.90,446.2634,971.20,-27.09524,83.84, -,9.120965
64.95,443.439,971.30,-27.04762,83.84, -,9.120965
65.00,443.439,971.30,-24.33333,83.84, -,9.120965
65.05,440.6131,971.40,-27.04762,83.84, -,9.120965
65.10,440.6131,971.40,-27.04762,83.84, -,9.120965
65.15,437.7891,971.50,-27,83.84, -,9.120965
65.20,437.7891,971.50,-29.71428,83.84, -,9.120965
65.25,434.9654,971.60,-35.09524,83.84, -,9.120965
65.30,432.1402,971.70,-37.80952,83.84, -,9.120965
65.35,432.1402,971.70,-37.80952,83.84, -,9.120965
65.40,429.3169,971.80,-37.76191,83.84, -,9.120965
65.45,429.3169,971.80,-37.76191,83.84, -,9.120965
65.50,429.3169,971.80,-37.76191,83.84, -,9.120965
65.55,432.1402,971.70,-32.38095,83.84, -,9.120965
65.60,432.1402,971.70,-32.38095,83.84, -,9.120965
65.65,437.7891,971.50,-24.28572,83.84, -,9.120965
65.70,437.7891,971.50,-24.28572,83.84, -,9.120965
65.75,437.7891,971.50,-21.57143,83.84, -,9.120965
65.80,434.9654,971.60,-21.52381,83.84, -,9.120965
65.85,434.9654,971.60,-18.80952,83.84, -,9.120965
65.90,432.1402,971.70,-16.14286,83.84, -,9.120965
65.95,432.1402,971.70,-13.42857,83.84, -,9.120965
66.00,429.3169,971.80,-13.42857,83.84, -,9.120965
66.05,429.3169,971.80,-13.42857,83.84, -,9.120965
66.10,429.3169,971.80,-10.71429,83.84, -,9.120965
66.15,426.4922,971.90,-13.38095,83.84, -,9.120965
66.20,426.4922,971.90,-10.71429,83.84, -,9.120965
66.25,423.6694,972.00,-13.38095,83.84, -,9.120965
66.30,423.6694,972.00,-10.71429,83.84, -,9.120965
66.35,420.8469,972.10,-10.66667,83.84, -,9.120965
66.40,418.0228,972.20,-13.33333,83.84, -,9.120965
66.45,412.3772,972.40,-16.04762,83.84, -,9.120965
66.50,409.5556,972.50,-18.71428,83.84, -,9.120965
66.55,406.7342,972.60,-21.38095,83.84, -,9.120965
66.60,403.9113,972.70,-26.71428,83.84, -,9.120965
66.65,401.0904,972.80,-29.38095,83.84, -,9.120965
66.70,401.0904,972.80,-34.76191,83.84, -,9.120965
66.75,401.0904,972.80,-34.76191,83.84, -,9.120965
66.80,398.268,972.90,-37.42857,83.84, -,9.120965
66.85,398.268,972.90,-34.76191,83.84, -,9.120965
66.90,398.268,972.90,-34.76191,83.84, -,9.120965
66.95,398.268,972.90,-32.04762,83.84, -,9.120965
67.00,398.268,972.90,-32.04762,83.84, -,9.120965
67.05,401.0904,972.80,-26.71428,83.84, -,9.120965
67.10,398.268,972.90,-29.38095,83.84, -,9.120965
67.15,401.0904,972.80,-26.71428,83.84, -,9.120965
67.20,401.0904,972.80,-24.04762,83.84, -,9.120965
67.25,401.0904,972.80,-24.04762,83.84, -,9.120965
67.30,398.268,972.90,-24.04762,83.84, -,9.120965
67.35,395.4476,973.00,-26.71428,83.84, -,9.120965
67.40,395.4476,973.00,-24.04762,83.84, -,9.120965
67.45,395.4476,973.00,-21.38095,83.84, -,9.120965
67.50,392.6274,973.10,-18.66667,83.84, -,9.120965
67.55,389.8057,973.20,-18.66667,83.84, -,9.120965
67.60,389.8057,973.20,-16,83.84, -,9.120965
67.65,386.986,973.30,-16,83.84, -,9.120965
67.70,384.1648,973.40,-16,83.84, -,9.120965
67.75,381.3455,973.50,-18.66667,83.84, -,9.120965
67.80,381.3455,973.50,-18.66667,83.84, -,9.120965
67.85,375.706,973.70,-21.38095,83.84, -,9.120965
67.90,372.8874,973.80,-24.04762,83.84, -,9.120965
67.95,372.8874,973.80,-24.04762,83.84, -,9.120965
68.00,372.8874,973.80,-24.04762,83.84, -,9.120965
68.05,370.0674,973.90,-26.71428,83.84, -,9.120965
68.10,367.2493,974.00,-32.04762,83.84, -,9.120965
68.15,367.2493,974.00,-29.38095,83.84, -,9.120965
68.20,364.4314,974.10,-34.71429,83.84, -,9.120965
68.25,364.4314,974.10,-34.71429,83.84, -,9.120965
68.30,364.4314,974.10,-34.71429,83.84, -,9.120965
68.35,361.6121,974.20,-34.71429,83.84, -,9.120965
68.40,361.6121,974.20,-32.04762,83.84, -,9.120965
68.45,358.7947,974.30,-34.71429,83.84, -,9.120965
68.50,358.7947,974.30,-34.71429,83.84, -,9.120965
68.55,355.9758,974.40,-34.71429,83.84, -,9.120965
68.60,355.9758,974.40,-32.04762,83.84, -,9.120965
68.65,355.9758,974.40,-32.04762,83.84, -,9.120965
68.70,355.9758,974.40,-29.38095,83.84, -,9.120965
68.75,355.9758,974.40,-26.71428,83.84, -,9.120965
68.80,355.9758,974.40,-24.04762,83.84, -,9.120965
68.85,355.9758,974.40,-24.04762,83.84, -,9.120965
68.90,355.9758,974.40,-18.66667,83.84, -,9.120965
68.95,355.9758,974.40,-16,83.84, -,9.120965
69.00,355.9758,974.40,-16,83.84, -,9.120965
69.05,355.9758,974.40,-16,83.84, -,9.120965
69.10,355.9758,974.40,-13.33333,83.84, -,9.120965
69.15,353.1589,974.50,-13.33333,83.84, -,9.120965
69.20,353.1589,974.50,-13.33333,83.84, -,9.120965
69.25,350.3422,974.60,-13.33333,83.84, -,9.120965
69.30,350.3422,974.60,-13.33333,83.84, -,9.120965
69.35,347.5241,974.70,-16,83.84, -,9.120965
69.40,347.5241,974.70,-13.33333,83.84, -,9.120965
69.45,344.7079,974.80,-16,83.84, -,9.120965
69.50,344.7079,974.80,-13.33333,83.84, -,9.120965
69.55,341.8901,974.90,-16,83.84, -,9.120965
69.60,341.8901,974.90,-13.33333,83.84, -,9.120965
69.65,339.0744,975.00,-16,83.84, -,9.120965
69.70,336.2589,975.10,-18.66667,83.84, -,9.120965
69.75,336.2589,975.10,-18.66667,83.84, -,9.120965
69.80,333.4419,975.20,-21.33333,83.84, -,9.120965
69.85,330.6268,975.30,-24,83.84, -,9.120965
69.90,330.6268,975.30,-24,83.84, -,9.120965
69.95,327.8103,975.40,-26.66667,83.84, -,9.120965
70.00,324.9957,975.50,-29.33333,83.84, -,9.120965
70.05,324.9957,975.50,-29.33333,83.84, -,9.120965
70.10,322.1814,975.60,-32,83.84, -,9.120965
70.15,322.1814,975.60,-32,83.84, -,9.120965
70.20,319.3655,975.70,-32,83.84, -,9.120965
70.25,319.3655,975.70,-32,83.84, -,9.120965
70.30,316.5517,975.80,-32,83.84, -,9.120965
70.35,316.5517,975.80,-32,83.84, -,9.120965
70.40,316.5517,975.80,-29.33333,83.84, -,9.120965
70.45,313.7363,975.90,-32,83.84, -,9.120965
70.50,313.7363,975.90,-29.33333,83.84, -,9.120965
70.55,310.9229,976.00,-32,83.84, -,9.120965
70.60,310.9229,976.00,-29.33333,83.84, -,9.120965
70.65,308.1097,976.10,-32,83.84, -,9.120965
