0.7799996, 0.0003949188, -0.002348076, 5, 0.008848034, 0.0009851041751377072744496972, 136277.9, -953.7387, -1.452792, 0.000797999, 0.03187544, 504.9928, 0.4326319, 0.3231457, 0.02824902
 
0.7899995, 7.560934E-05, -0.002344127, 5, 0.008958965, 0.0009805745669291241327557566, 136553.1, -954.2657, -1.452792, 0.000797999, 0.03187544, 505.6223, 0.4325788, 0.3229089, 0.02827217
 
0.7999995, 0.0002390888, -0.002343371, 5, 0.009070179, 0.0009762123402875687160922862, 136837.5, -954.7898, -1.452792, 0.000797999, 0.03187544, 506.2686, 0.4325243, 0.3226722, 0.02829532
 
0.8099995, -0.0002122413, -0.00234098, 5, 0.009181758, 0.0009725901656692309629523676, 137131, -955.311, -1.452792, 0.000797999, 0.03187544, 506.9317, 0.4324684, 0.3224354, 0.02831847
 
0.8199995, 0.0002262656, -0.002343102, 5, 0.009293393, 0.0009687173092707670806080931, 137433.6, -955.8305, -1.452792, 0.000797999, 0.03187544, 507.6116, 0.4324113, 0.3221987, 0.02834162
 
0.8299995, -0.0002057882, -0.00234084, 5, 0.009312835, 0.0009651635943478152184457047, 137728, -956.347, -1.452792, 0.000797999, 0.03187544, 508.2763, 0.4323527, 0.3219619, 0.02836477
 
0.8399995, 0.0002187618, -0.002342898, 5, 0.009239002, 0.0009614532537856444468736975, 138014.3, -956.8664, -1.452792, 0.000797999, 0.03187544, 508.926, 0.4322955, 0.3217251, 0.02838792
 
0.8499995, 7.466125E-05, -0.00234071, 5, 0.008846738, 0.0009577994981184603395733686, 138233.3, -957.3906, -1.452792, 0.000797999, 0.03187544, 509.4515, 0.4322398, 0.3214884, 0.02841108
 
0.8599995, 0.0002897407, -0.002339963, 5, 0.008134086, 0.0009542987943052772405011320, 138384.7, -957.9373, -1.452792, 0.000797999, 0.03187544, 509.8528, 0.4321941, 0.3212516, 0.02843423
 
0.8699995, 0.0002796951, -0.002337066, 5, 0.007419562, 0.0009508367928354326522540964, 138468.5, -958.5077, -1.452792, 0.000797999, 0.03187544, 510.1296, 0.4321588, 0.3210148, 0.02845738
 
0.8799995, 0.0003165798, -0.002334269, 5, 0.006702934, 0.0009476952753426662010987548, 138484.7, -959.1031, -1.452792, 0.000797999, 0.03187544, 510.282, 0.4321337, 0.3207781, 0.02848053
 
0.8899994, 0.0001141376, -0.002331103, 5, 0.005984279, 0.0009453444584297789392692845, 138433.5, -959.7215, -1.452792, 0.000797999, 0.03187544, 510.3104, 0.4321188, 0.3205413, 0.02850368
 
0.8999994, -4.346007E-05, -0.002329962, 5, 0.00526367, 0.0009440954574472582572728207, 138314.8, -960.3644, -1.452792, 0.000797999, 0.03187544, 510.2144, 0.4321139, 0.3203045, 0.02852683
 
0.9099994, 0.0001947645, -0.002330397, 5, 0.00445341, 0.0009430566468768086894838504, 138112.8, -961.0328, -1.452792, 0.000797999, 0.03187544, 509.9644, 0.4321195, 0.3200678, 0.02854998
 
0.9199994, -3.88169E-05, -0.002328449, 5, 0.003553051, 0.0009426152204993542519135152, 137827.6, -961.7315, -1.452792, 0.000797999, 0.03187544, 509.5603, 0.4321375, 0.319831, 0.02857313
 
0.9299994, 2.833014E-05, -0.002328837, 5, 0.002650243, 0.0009428931047966823043305339, 137460, -962.4604, -1.452792, 0.000797999, 0.03187544, 509.0028, 0.4321682, 0.3195943, 0.02859628
 
0.9399994, -9.243502E-05, -0.002328554, 5, 0.002042249, 0.0009434281579993111923912467, 137065.1, -963.22, -1.452792, 0.000797999, 0.03187544, 508.3934, 0.4322114, 0.3193575, 0.02861943
 
0.9499994, -1.151805E-05, -0.002329478, 5, 0.001730466, 0.0009441505845398143964691999, 136643, -963.9916, -1.452792, 0.000797999, 0.03187544, 507.732, 0.4322591, 0.3191207, 0.02864258
 
0.9599994, -0.0003517046, -0.002329593, 5, 0.001417887, 0.0009456898372091131760558220, 136194.1, -964.7756, -1.452792, 0.000797999, 0.03187544, 507.019, 0.432311, 0.318884, 0.02866573
 
0.9699994, 0.000382456, -0.00233311, 5, 0.001104275, 0.0009462755386572463288731223, 135718.4, -965.5718, -1.452792, 0.000797999, 0.03187544, 506.2543, 0.4323674, 0.3186472, 0.02868888
 
0.9799994, -0.0003283815, -0.002329286, 5, 0.0007898656, 0.0009474159951087273100502554, 135216.3, -966.3796, -1.452792, 0.000797999, 0.03187544, 505.4379, 0.4324281, 0.3184104, 0.02871203
 
0.9899994, 3.950522E-05, -0.00233257, 5, 0.0004745783, 0.0009490982736789818046099801, 134687.9, -967.1996, -1.452792, 0.000797999, 0.03187544, 504.5702, 0.4324932, 0.3181736, 0.02873518
 
0.9999993, -0.0002901698, -0.002332175, 5, 0.0001584912, 0.0009510844310974259772733218, 134133.7, -968.0323, -1.452792, 0.000797999, 0.03187544, 503.6515, 0.4325627, 0.3179369, 0.02875833
 
1.009999, 0.0006644664, -0.002335076, 5, 0, 0.0009535891392813571056058218, 133582.3, -968.2036, -1.452792, 0.000797999, 0.03187544, 502.7352, 0.4326364, 0.3179369, 0.02412826
 
1.019999, -0.0004032284, -0.002328432, 5, 0, 0.0009562933764854842720502529, 133033.6, -968.3756, -1.452792, 0.000797999, 0.03187544, 501.8214, 0.4327103, 0.3179369, 0.02412826
 
1.029999, 0.0001778977, -0.002332464, 5, 0, 0.0009601212772353276987088520, 132487.9, -968.5472, -1.452792, 0.000797999, 0.03187544, 500.9103, 0.4327841, 0.3179369, 0.02412826
 
1.039999, 5.938845E-05, -0.002330685, 5, 0, 0.0009629560862788985250272546, 131944.9, -968.7171, -1.452792, 0.000797999, 0.03187544, 500.0016, 0.4328577, 0.3179369, 0.02412826
 
1.049999, -0.0006270977, -0.002330091, 5, 0, 0.0009674239144047933598426895, 131404.6, -968.8879, -1.452792, 0.000797999, 0.03187544, 499.0955, 0.4329313, 0.3179369, 0.02412826
 
1.059999, 0.0004640212, -0.002336362, 5, 0, 0.0009711940073276886574428704, 130867.1, -969.0583, -1.452792, 0.000797999, 0.03187544, 498.1917, 0.4330049, 0.3179369, 0.02412826
 
1.069999, -0.0008130991, -0.002331722, 5, 0, 0.0009751941307027508412894790, 130332.2, -969.2272, -1.452792, 0.000797999, 0.03187544, 497.2904, 0.4330783, 0.3179369, 0.02412826
 
1.079999, 0.0004460002, -0.002339853, 5, 0, 0.0009794276577633323656125109, 129800.1, -969.397, -1.452792, 0.000797999, 0.03187544, 496.3915, 0.4331519, 0.3179369, 0.02412826
 
1.089999, -0.001008258, -0.002335393, 5, 0, 0.0009838882785010312872145290, 129270.6, -969.5662, -1.452792, 0.000797999, 0.03187544, 495.4951, 0.4332254, 0.3179369, 0.02412826
 
1.099999, 0.0002122504, -0.002345475, 5, 0, 0.0009890538648621280283872874, 128743.8, -969.735, -1.452792, 0.000797999, 0.03187544, 494.6011, 0.4332988, 0.3179369, 0.02412826
 
1.109999, -0.0007413701, -0.002343353, 5, 0, 0.0009935171803982100505162552, 128219.6, -969.9024, -1.452792, 0.000797999, 0.03187544, 493.7095, 0.433372, 0.3179369, 0.02412826
 
1.119999, 0.0002647399, -0.002350766, 5, 0, 0.0009981202572565811000017530, 127698.1, -970.0059, -1.452792, 0.000797999, 0.03187544, 492.8204, 0.4334347, 0.3179369, 0.02412826
 
1.129999, -0.0005070923, -0.002348119, 5, 0, 0.0010027229939297704506980174, 127179.3, -969.6803, -1.452792, 0.000797999, 0.03187544, 491.9338, 0.4334265, 0.3179369, 0.02412826
 
1.139999, 0.0002442933, -0.00235319, 5, 0, 0.0010074998528536083535319390, 126663, -969.3548, -1.452792, 0.000797999, 0.03187544, 491.0496, 0.4334183, 0.3179369, 0.02412826
 
1.149999, -0.0006605266, -0.002350747, 5, 0, 0.0010124999889521944947134598, 126149.4, -969.0295, -1.452792, 0.000797999, 0.03187544, 490.1678, 0.4334102, 0.3179369, 0.02412826
 
1.159999, 0.0002128457, -0.002357352, 5, 0, 0.0010177209865503795143902369, 125638.4, -968.7045, -1.452792, 0.000797999, 0.03187544, 489.2885, 0.4334022, 0.3179369, 0.02412826
 
1.169999, -0.0001418734, -0.002355224, 5, 0, 0.0010217475421673952715231558, 125129.8, -968.3795, -1.452792, 0.000797999, 0.03187544, 488.4113, 0.4333943, 0.3179369, 0.02412826
 
1.179999, -2.356476E-05, -0.002356642, 5, 0, 0.0010263346404133364380285070, 124623.8, -968.0549, -1.452792, 0.000797999, 0.03187544, 487.5366, 0.4333864, 0.3179369, 0.02412826
 
1.189999, -0.0002453422, -0.002356878, 5, 0, 0.0010311386448696152548413736, 124120.4, -967.7306, -1.452792, 0.000797999, 0.03187544, 486.6642, 0.4333786, 0.3179369, 0.02412826
 
1.199999, -0.0001003299, -0.002359331, 5, 0, 0.0010361572419537707166835184, 123619.3, -967.4064, -1.452792, 0.000797999, 0.03187544, 485.7941, 0.4333708, 0.3179369, 0.02412826
 
1.209999, -0.0005275971, -0.002360335, 5, 0, 0.0010417733691441002396555658, 123120.9, -967.0825, -1.452792, 0.000797999, 0.03187544, 484.9264, 0.4333631, 0.3179369, 0.02412826
 
1.219999, -0.0001403699, -0.002365611, 5, 0, 0.0010475641637363095621358277, 122624.9, -966.7588, -1.452792, 0.000797999, 0.03187544, 484.0611, 0.4333555, 0.3179369, 0.02412826
 
1.229999, -0.0002058313, -0.002367014, 5, 0, 0.0010526312311410349609081511, 122131.3, -966.4352, -1.452792, 0.000797999, 0.03187544, 483.1979, 0.4333479, 0.3179369, 0.02412826
 
1.239999, -0.0001813544, -0.002369073, 5, 0, 0.0010578153931608183632652667, 121640.3, -966.1119, -1.452792, 0.000797999, 0.03187544, 482.3372, 0.4333404, 0.3179369, 0.02412826
 
1.249999, -0.0002731192, -0.002370886, 5, 0, 0.0010631617787433553944273675, 121151.6, -965.7887, -1.452792, 0.000797999, 0.03187544, 481.4787, 0.433333, 0.3179369, 0.02412826
 
1.259999, -0.0004417416, -0.002373617, 5, 0, 0.0010691092350556507638137362, 120665.4, -965.4656, -1.452792, 0.000797999, 0.03187544, 480.6226, 0.4333256, 0.3179369, 0.02412826
 
1.269999, -0.0003232521, -0.002378035, 5, 0, 0.0010752164893809604824032887, 120181.7, -965.1442, -1.452792, 0.000797999, 0.03187544, 479.7689, 0.4333185, 0.3179369, 0.02412826
 
1.279999, 0.000121051, -0.002381267, 5, 0, 0.0010801020394122984610811810, 119700.3, -964.8217, -1.452792, 0.000797999, 0.03187544, 478.9174, 0.4333113, 0.3179369, 0.02412826
 
1.289999, -0.000514701, -0.002380057, 5, 0, 0.0010853559573286660253176341, 119221.2, -964.4994, -1.452792, 0.000797999, 0.03187544, 478.068, 0.4333041, 0.3179369, 0.02412826
 
1.299999, -0.00011466, -0.002385204, 5, 0, 0.0010912509510638992330946117, 118744.6, -964.1768, -1.452792, 0.000797999, 0.03187544, 477.221, 0.4332969, 0.3179369, 0.02412826
 
1.309999, -0.000359506, -0.00238635, 5, 0, 0.0010967619570685031624816170, 118270.2, -963.8563, -1.452792, 0.000797999, 0.03187544, 476.3762, 0.4332901, 0.3179369, 0.02412826
 
1.319999, -0.0003727981, -0.002389946, 5, 0, 0.0011029112827686860124152898, 117798.2, -963.5341, -1.452792, 0.000797999, 0.03187544, 475.5335, 0.4332831, 0.3179369, 0.02412826
 
1.329999, -0.0001402698, -0.002393674, 5, 0, 0.0011085986947006949091044247, 117328.6, -963.2123, -1.452792, 0.000797999, 0.03187544, 474.6933, 0.4332761, 0.3179369, 0.02412826
 
1.339999, -0.000266153, -0.002395076, 5, 0, 0.0011140316034302864748210066, 116861.2, -962.8922, -1.452792, 0.000797999, 0.03187544, 473.8552, 0.4332695, 0.3179369, 0.02412826
 
1.349999, -0.0003798231, -0.002397738, 5, 0, 0.0011200471785454388264039742, 116396.1, -962.5706, -1.452792, 0.000797999, 0.03187544, 473.0192, 0.4332627, 0.3179369, 0.02412826
 
