0.2, 0, 0, 5, 0.1441988, 0, 306.3557, -638.7259, -4.028421, 0.008204099, 0.1022046, 22.52624, 1.126453, 0.8447909, 0.8426694
 
0.21, -1, 0, 5, 0.1442211, 3.3313945344473224578418521873, 337.4568, -639.1428, -4.028421, 0.008204099, 0.1022046, 23.64224, 1.060379, 0.8444875, 0.8430816
 
0.22, -1, -0.01, 5, 0.1442404, 3.1561713482866608406000769337, 370.152, -639.5601, -4.028421, 0.008204099, 0.1022046, 24.76132, 1.062992, 0.8441842, 0.8434938
 
0.23, -1, -0.02, 5, 0.1442894, 2.9949207484434002358091129802, 404.4537, -639.9778, -4.028421, 0.008204099, 0.1022046, 25.88347, 1.065467, 0.8438808, 0.843906
 
0.24, -1, -0.03, 5, 0.1443623, 2.8457228375609134418332694425, 440.3635, -640.3962, -4.028421, 0.008204099, 0.1022046, 27.00837, 1.067817, 0.8435774, 0.8443182
 
0.25, -1, -0.04, 5, 0.1444292, 2.7070123313585786842714553786, 477.8824, -640.8149, -4.028421, 0.008204099, 0.1022046, 28.13572, 1.070056, 0.8432741, 0.8447304
 
0.26, -1, -0.05, 5, 0.144499, 2.5774705124601968740073699709, 517.0119, -641.234, -4.028421, 0.008204099, 0.1022046, 29.26529, 1.072195, 0.8429707, 0.8451426
 
0.27, -1, -0.05999999, 5, 0.1445718, 2.4559739777227176832441020469, 557.7531, -641.6536, -4.028421, 0.008204099, 0.1022046, 30.39686, 1.074245, 0.8426673, 0.8455548
 
0.28, -1, -0.06999999, 5, 0.1446416, 2.3415627784679036975668452774, 600.1068, -642.0735, -4.028421, 0.008204099, 0.1022046, 31.53025, 1.076214, 0.842364, 0.845967
 
0.29, -1, -0.07999999, 5, 0.1447114, 2.2334154867502189251629752537, 644.075, -642.4941, -4.028421, 0.008204099, 0.1022046, 32.66532, 1.078111, 0.8420605, 0.8463792
 
0.3, -1, -0.08999999, 5, 0.1447811, 2.1308173355884375405916453311, 689.6573, -642.915, -4.028421, 0.008204099, 0.1022046, 33.80191, 1.079943, 0.8417572, 0.8467913
 
0.31, -1, -0.09999999, 5, 0.1448538, 2.0331519077216067211904789881, 736.855, -643.3364, -4.028421, 0.008204099, 0.1022046, 34.9399, 1.081718, 0.8414538, 0.8472036
 
0.32, -1, -0.11, 5, 0.1449235, 1.9398803574991407410815785465, 785.6696, -643.7582, -4.028421, 0.008204099, 0.1022046, 36.0792, 1.083441, 0.8411505, 0.8476157
 
0.33, -1, -0.12, 5, 0.1449931, 1.8505330996368530679446167236, 836.1022, -644.1805, -4.028421, 0.008204099, 0.1022046, 37.21972, 1.085117, 0.8408471, 0.8480279
 
0.3399999, -1, -0.13, 5, 0.1450628, 1.7646973423510045081764739612, 888.1528, -644.6033, -4.028421, 0.008204099, 0.1022046, 38.36135, 1.086752, 0.8405436, 0.8484401
 
0.3499999, -1, -0.14, 5, 0.1451323, 1.6820087761143353036643299780, 941.8226, -645.0265, -4.028421, 0.008204099, 0.1022046, 39.50403, 1.088351, 0.8402402, 0.8488523
 
0.3599999, -1, -0.15, 5, 0.1452019, 1.6021501884487371479145123620, 997.1125, -645.4501, -4.028421, 0.008204099, 0.1022046, 40.64771, 1.089916, 0.8399369, 0.8492645
 
0.3699999, -1, -0.16, 5, 0.1452744, 1.5248320710226614118563768591, 1054.021, -645.8741, -4.028421, 0.008204099, 0.1022046, 41.79226, 1.091452, 0.8396335, 0.8496767
 
0.3799999, -1, -0.17, 5, 0.1453439, 1.4498064717243989825538214529, 1112.55, -646.2986, -4.028421, 0.008204099, 0.1022046, 42.93768, 1.092963, 0.8393302, 0.8500889
 
0.3899999, -1, -0.18, 5, 0.1454134, 1.3768464935936274871195735111, 1172.7, -646.7237, -4.028421, 0.008204099, 0.1022046, 44.08389, 1.094451, 0.8390267, 0.8505011
 
0.3999999, -1, -0.19, 5, 0.1454828, 1.3057508660055880986606774961, 1234.47, -647.149, -4.028421, 0.008204099, 0.1022046, 45.23085, 1.09592, 0.8387234, 0.8509133
 
0.4099999, -1, -0.2, 5, 0.1455552, 1.2363402046113069058630260831, 1297.862, -647.575, -4.028421, 0.008204099, 0.1022046, 46.37851, 1.097371, 0.83842, 0.8513255
 
0.4199999, -1, -0.21, 5, 0.1456246, 1.1684539638814719632674990787, 1362.875, -648.0013, -4.028421, 0.008204099, 0.1022046, 47.52683, 1.098808, 0.8381166, 0.8517377
 
0.4299999, -1, -0.22, 5, 0.1456909, 1.1019471126088461299792000423, 1429.507, -648.428, -4.028421, 0.008204099, 0.1022046, 48.67574, 1.100232, 0.8378133, 0.8521498
 
0.4399998, -1, -0.23, 5, 0.1457663, 1.0366924887607149457971177919, 1497.76, -648.8552, -4.028421, 0.008204099, 0.1022046, 49.82523, 1.101646, 0.8375099, 0.8525621
 
0.4499998, -1, -0.24, 5, 0.1457778, 0.9725697178202821531475069153, 1567.56, -649.283, -4.028421, 0.008204099, 0.1022046, 50.97407, 1.103051, 0.8372065, 0.8529742
 
0.4599998, -1, -0.25, 5, 0.1456886, 0.9094956873478645641392989860, 1638.885, -649.7111, -4.028421, 0.008204099, 0.1022046, 52.12194, 1.104449, 0.8369032, 0.8533865
 
0.4699998, -1, -0.26, 5, 0.1455931, 0.8473748180378340620777028259, 1711.729, -650.1396, -4.028421, 0.008204099, 0.1022046, 53.26884, 1.105841, 0.8365998, 0.8537986
 
0.4799998, -1, -0.27, 5, 0.1454941, 0.7861151321236083622962809977, 1786.082, -650.5685, -4.028421, 0.008204099, 0.1022046, 54.41468, 1.107229, 0.8362964, 0.8542108
 
0.4899998, -1, -0.28, 5, 0.145398, 0.7256344868106421768577389640, 1861.938, -650.998, -4.028421, 0.008204099, 0.1022046, 55.55942, 1.108613, 0.8359931, 0.854623
 
0.4999998, -1, -0.29, 5, 0.1453016, 0.6658582194239557898996878542, 1939.288, -651.428, -4.028421, 0.008204099, 0.1022046, 56.70304, 1.109997, 0.8356896, 0.8550352
 
0.5099998, -1, -0.3, 5, 0.1452018, 0.6067198400118059756068600885, 2018.126, -651.8583, -4.028421, 0.008204099, 0.1022046, 57.84549, 1.11138, 0.8353862, 0.8554474
 
0.5199998, -1, -0.31, 5, 0.1451079, 0.5481560445993038710676363253, 2098.441, -652.2891, -4.028421, 0.008204099, 0.1022046, 58.98671, 1.112765, 0.8350829, 0.8558596
 
0.5299998, -0.9916425, -0.32, 5, 0.1450075, 0.4901111478518645246617299665, 2180.226, -652.7203, -4.028421, 0.008204099, 0.1022046, 60.12667, 1.114151, 0.8347795, 0.8562718
 
0.5399998, -0.7096881, -0.3299164, 5, 0.1449068, 0.4325409616557238656920831157, 2263.473, -653.152, -4.028421, 0.008204099, 0.1022046, 61.26535, 1.115541, 0.8344762, 0.856684
 
0.5499998, -0.4210648, -0.3370133, 5, 0.1448119, 0.3755984128998968543631231421, 2348.173, -653.5843, -4.028421, 0.008204099, 0.1022046, 62.40269, 1.116929, 0.8341727, 0.8570962
 
0.5599998, -0.127796, -0.3412239, 5, 0.1447106, 0.3196318812273631230254612327, 2434.314, -654.0168, -4.028421, 0.008204099, 0.1022046, 63.53863, 1.118308, 0.8338693, 0.8575084
 
0.5699998, 0.1677945, -0.3425019, 5, 0.1446121, 0.2649865603042617931993401749, 2521.886, -654.4499, -4.028421, 0.008204099, 0.1022046, 64.67311, 1.119667, 0.833566, 0.8579205
 
0.5799997, 0.4630529, -0.3408239, 5, 0.1445133, 0.2120087519625874474652839634, 2610.879, -654.8834, -4.028421, 0.008204099, 0.1022046, 65.80609, 1.120998, 0.8332626, 0.8583328
 
0.5899997, 0.7550505, -0.3361934, 5, 0.1444141, 0.1610363082696353519971209881, 2701.282, -655.3173, -4.028421, 0.008204099, 0.1022046, 66.93751, 1.122291, 0.8329593, 0.8587449
 
0.5999997, 1, -0.3286429, 5, 0.1443117, 0.1123974818059178447416003822, 2793.084, -655.7518, -4.028421, 0.008204099, 0.1022046, 68.06732, 1.123535, 0.8326558, 0.8591571
 
0.6099997, 1, -0.3186429, 5, 0.1442119, 0.0663783455888101547689109081, 2886.273, -656.1866, -4.028421, 0.008204099, 0.1022046, 69.19547, 1.124723, 0.8323525, 0.8595693
 
0.6199997, 1, -0.3086429, 5, 0.1441119, 0.0230587291166239925735082039, 2980.837, -656.6219, -4.028421, 0.008204099, 0.1022046, 70.32189, 1.12585, 0.8320491, 0.8599815
 
0.6299997, 1, -0.2986429, 5, 0.1440085, -0.0176518355012312684695061814, 3076.764, -657.0576, -4.028421, 0.008204099, 0.1022046, 71.44653, 1.125991, 0.8317457, 0.8603937
 
0.6399997, 1, -0.2886429, 5, 0.1439109, -0.0558390371900647106295583412, 3174.043, -657.4938, -4.028421, 0.008204099, 0.1022046, 72.56938, 1.124996, 0.8314424, 0.8608059
 
0.6499997, 1, -0.278643, 5, 0.1438069, -0.0915772200271692282713443382, 3272.663, -657.9305, -4.028421, 0.008204099, 0.1022046, 73.69038, 1.124071, 0.831139, 0.8612181
 
0.6599997, 1, -0.268643, 5, 0.1437057, -0.1249368910655392004364708353, 3372.611, -658.3676, -4.028421, 0.008204099, 0.1022046, 74.80946, 1.123213, 0.8308356, 0.8616303
 
0.6699997, 1, -0.258643, 5, 0.1436011, -0.1559862579140045529404331581, 3473.88, -658.8051, -4.028421, 0.008204099, 0.1022046, 75.92666, 1.122419, 0.8305322, 0.8620425
 
0.6799996, 1, -0.248643, 5, 0.1435085, -0.1847909516957651615983850136, 3576.482, -659.243, -4.028421, 0.008204099, 0.1022046, 77.04219, 1.121687, 0.8302289, 0.8624547
 
0.6899996, 1, -0.238643, 5, 0.1434715, -0.2114128357700887860959482790, 3680.442, -659.6814, -4.028421, 0.008204099, 0.1022046, 78.15639, 1.121013, 0.8299255, 0.8628669
 
0.6999996, 1, -0.228643, 5, 0.1434436, -0.2359118896142771280539789172, 3785.748, -660.1203, -4.028421, 0.008204099, 0.1022046, 79.2692, 1.120396, 0.8296221, 0.863279
 
0.7099996, 1, -0.218643, 5, 0.1434094, -0.2583475386227006955448723276, 3892.392, -660.5598, -4.028421, 0.008204099, 0.1022046, 80.3806, 1.119833, 0.8293187, 0.8636913
 
0.7199996, 1, -0.2086429, 5, 0.1433843, -0.2787751910884774582073568428, 4000.369, -660.9995, -4.028421, 0.008204099, 0.1022046, 81.49059, 1.119323, 0.8290153, 0.8641034
 
0.7299996, 1, -0.1986429, 5, 0.1433496, -0.2972490086181371262327644477, 4109.667, -661.4397, -4.028421, 0.008204099, 0.1022046, 82.59914, 1.118863, 0.828712, 0.8645157
 
0.7399996, 1, -0.1886429, 5, 0.143321, -0.3138224602145315658035715846, 4220.281, -661.8804, -4.028421, 0.008204099, 0.1022046, 83.70622, 1.118451, 0.8284086, 0.8649278
 
0.7499996, 1, -0.1786429, 5, 0.1432891, -0.3285467985488017209816922818, 4332.198, -662.3215, -4.028421, 0.008204099, 0.1022046, 84.81181, 1.118087, 0.8281053, 0.86534
 
0.7599996, 1, -0.1686429, 5, 0.1432601, -0.3414718910847550111285772241, 4445.413, -662.7632, -4.028421, 0.008204099, 0.1022046, 85.91589, 1.117768, 0.8278018, 0.8657522
 
0.7699996, 1, -0.1586429, 5, 0.143231, -0.3526466356410651112738871593, 4559.915, -663.2051, -4.028421, 0.008204099, 0.1022046, 87.01846, 1.117493, 0.8274984, 0.8661644
 
0.7799996, 1, -0.1486429, 5, 0.1431985, -0.3621200685571468060783658792, 4675.696, -663.6476, -4.028421, 0.008204099, 0.1022046, 88.11946, 1.11726, 0.8271951, 0.8665766
 
0.7899995, 1, -0.1386429, 5, 0.1431658, -0.3699366549882256073913176099, 4792.749, -664.0905, -4.028421, 0.008204099, 0.1022046, 89.21891, 1.117068, 0.8268917, 0.8669888
 
0.7999995, 1, -0.1286429, 5, 0.1431361, -0.3761415526931965598269342172, 4911.065, -664.5338, -4.028421, 0.008204099, 0.1022046, 90.3168, 1.116916, 0.8265884, 0.867401
 
0.8099995, 1, -0.1186429, 5, 0.1431031, -0.3807788112650895504878304728, 5030.637, -664.9778, -4.028421, 0.008204099, 0.1022046, 91.41311, 1.116802, 0.8262849, 0.8678132
 
0.8199995, 1, -0.1086429, 5, 0.1430699, -0.3838915106518007221448312112, 5151.455, -665.422, -4.028421, 0.008204099, 0.1022046, 92.50782, 1.116726, 0.8259816, 0.8682254
 
0.8299995, 1, -0.09864291, 5, 0.1430396, -0.3855217611561063253102511683, 5273.509, -665.8668, -4.028421, 0.008204099, 0.1022046, 93.60091, 1.116686, 0.8256782, 0.8686376
 
0.8399995, 1, -0.08864291, 5, 0.143006, -0.3857098723112479202199403468, 5396.795, -666.3118, -4.028421, 0.008204099, 0.1022046, 94.69238, 1.116681, 0.8253748, 0.8690497
 
